notes,date,site_name,inv_lvl,forest_type,treatment,rep,layer,species,growth_stage,ecol_group,length_mm,LN_length,calc_LN_biomass,biomass_AFDg,area_m2
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Lumbricus species,juv,epi-anecic,27,3.295836866,-4.187718879,0.015180875,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Lumbricus species,juv,epi-anecic,24,3.17805383,-4.461269979,0.011547689,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Lumbricus species,juv,epi-anecic,15,2.708050201,-5.552853408,0.003876381,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Lumbricus species,juv,epi-anecic,23,3.135494216,-4.560114684,0.010460859,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,adult,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Octolasion tyrtaeum,adult,endogeic,37,3.610917913,-3.588365688,0.027643472,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Octolasion species,juv,endogeic,25,3.218875825,-4.612262008,0.009929333,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,8,2.079441542,-7.391552375,6.16438e-4,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Lumbricus species,juv,epi-anecic,18,2.890371758,-5.129411592,0.005920043,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,26,3.258096538,-4.284028478,0.013787009,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,24,3.17805383,-4.461269979,0.011547689,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,22,3.091042453,-4.663353902,0.009434766,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,26,3.258096538,-4.27537079,0.013906891,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,17,2.833213344,-5.262162008,0.005184085,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,adult,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,adult,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,25,3.218875825,-4.366460897,0.012696094,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Lumbricus species,juv,epi-anecic,21,3.044522438,-4.771396638,0.008468544,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,adult,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Octolasion tyrtaeum,adult,endogeic,38,3.63758616,-2.518716227,0.080562965,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Octolasion tyrtaeum,adult,endogeic,40,3.688879454,-2.38475353,0.09211168,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5BR3,5,D,D5B,R3,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
